window_id,start_time,start_sample,end_sample,raw_rms,raw_max,eq_rms,eq_max,eq_low_rms,eq_low_max,traffic_rms,traffic_max,stalta_raw_mean,stalta_raw_max,stalta_eq_mean,stalta_eq_max,stalta_eq_low_mean,stalta_eq_low_max,stalta_traffic_mean,stalta_traffic_max,kurtosis_raw,kurtosis_eq,kurtosis_eq_low,kurtosis_traffic,eq_band_energy,eq_low_band_energy,traffic_band_energy,total_energy,eq_ratio,eq_low_ratio,traffic_ratio,low_to_high_ratio,spectral_centroid,spectral_spread,label
0,2025-11-27T17:06:29.060000Z,0,500,0.31336033036309074,1.5853221820346635,0.051518264600573606,0.1702364640764721,0.02873609718940092,0.09117313886449599,0.2009963062020881,1.010184344289869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.571224479671823,2.178413419659501,2.113237133853426,5.092310018577191,0.0014611417435017996,0.0008299563257959641,0.038905939772448835,0.07776232139811397,0.018789842115724875,0.010672988020504169,0.5003186507670357,0.021332383397417835,12.450318609369454,7.591672888283638,0
1,2025-11-27T17:06:31.560000Z,250,750,1.7161183943554157,8.73697269102038,0.2987463002501959,0.9553578194736805,0.1350797775576418,0.5542565379904418,1.372631366135175,7.322821442946766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18129770143225,2.0756657337648488,5.354144677624996,7.64668366941433,0.056872883791826784,0.02691825522475086,2.6958846349626944,3.6456111040888164,0.015600370463673345,0.007383742932377432,0.7394877176737574,0.00998494333720807,10.958425232184108,5.534361184283847,0
2,2025-11-27T17:06:34.060000Z,500,1000,2.396445735382549,9.598032120587204,0.8022524722896769,2.1596074528483884,0.5687358008183411,1.471880451509825,1.6084259188965335,7.322821442946766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2451702212278022,0.4886059935945819,0.21503820491885817,3.0994037711903415,0.5446458393019934,0.40411937043394697,4.079323430237784,7.111576393619256,0.07658581011419764,0.05682556834949475,0.5736173253852026,0.09906529291806714,11.143233405946116,7.438153305809287,0
3,2025-11-27T17:06:36.560000Z,750,1250,17.940801350515933,130.3014949209023,1.1567462902573393,5.236443834902083,0.6702721181640849,1.471880451509825,13.641256883190714,119.20726723560107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.043782239408756,4.52934123849685,-0.5214034376003158,46.78567558562908,0.49442123340890287,0.3441674843326022,6.507704372670176,21.953273318363504,0.022521526800883793,0.015677274151328715,0.2964343530127218,0.05288615842364982,9.596034836972308,6.965065647071555,0
4,2025-11-27T17:06:39.060000Z,1000,1500,41.14299105210084,206.25782062372488,3.5416768891737465,11.622793056927692,2.071290950716187,5.495347191772161,35.33187810368383,147.6686994130141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.933676259211012,1.4080493136527892,0.5472253799158242,4.065194971078609,15.809907558887083,4.8151316946384854,1549.892518424246,2051.9775480107937,0.007704717614582374,0.0023465810818963807,0.7553165091531585,0.0031067520086061526,11.286820552745052,4.807806940430148,0
5,2025-11-27T17:06:41.560000Z,1250,1750,39.60858216436284,206.25782062372488,3.713349428792879,11.622793056927692,2.32771362894145,5.495347191772161,33.70455082998008,147.6686994130141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.343679586346745,0.7558398179162236,-0.5337937517341169,4.242946918410198,15.277088053436625,5.058461314585425,1584.5213775600319,2229.303515012299,0.0068528524494573615,0.0022690769922180335,0.7107696941621782,0.0031924222584327096,11.369390300026025,4.839564255392212,0
6,2025-11-27T17:06:44.060000Z,1500,2000,17.155012409722215,80.07079183493776,2.2206375574022426,4.948784541443624,1.7976692070438949,3.3723877137902893,9.815860618245072,48.998116842386004,0.0003732768723144314,0.18663843615721568,0.00014244407086129544,0.07122203543064771,0.002773474763785184,1.386737381892592,8.865330706125115e-05,0.04432665353062557,2.6452866518633904,-0.4574427190115258,-1.1172345257078167,4.87408986315416,4.283217358111239,2.788255273979107,68.69044304334206,394.7726324666522,0.01084983356456953,0.007062939638334565,0.17400001265064183,0.04059160416705602,13.90541607528873,8.366717068252003,0
7,2025-11-27T17:06:46.560000Z,1750,2250,59.87935598157658,301.82778882107584,4.820461518083261,14.323687000972319,1.9355515139909165,4.066686205654047,16.439610179083598,86.99146422499317,2.18142101263727,10.281067403472498,2.074636181312998,6.360996257259681,0.7510134882710897,2.5671943135847988,0.34671245758945646,2.6750167552977064,6.594127248497056,0.5043001212633142,-1.0792396497165626,6.44049179633658,6.536770909126473,2.675216149358619,103.42321430126304,1667.8969210575704,0.00391916960011011,0.0016039457328467116,0.062008157096230414,0.025866689287603793,5.916159611430478,4.020533885396373,0
8,2025-11-27T17:06:49.060000Z,2000,2500,69.19377903774405,301.82778882107584,7.375448052873629,21.48200573793479,1.7531176680276221,4.782679907244063,19.788885175970158,86.99146422499317,3.923593601082824,10.287624976526828,4.528421452309351,7.7229508662227175,1.3534682166775969,2.5671943135847988,0.9472501233588618,2.8119569313543247,3.1075848988629486,-0.201207912094445,-0.111679840088589,2.1015618733599144,26.39362408520976,7.311086155217258,535.1113814835907,7998.239140316106,0.003299929349720131,0.0009140869667630641,0.06690364867765573,0.01366273715772216,5.796328577949956,3.0580356292828266,0
9,2025-11-27T17:06:51.560000Z,2250,2750,95.02899028912691,530.2218026986194,7.017352016120277,21.48200573793479,2.3576087848235225,7.621640789629859,64.31783794003867,426.9842054253371,3.7452347629677645,10.287624976526828,3.2629233242549947,7.7229508662227175,1.5110169703028153,4.119083748216369,3.4630034684487954,13.43157795008235,7.455908650688954,0.0389576401525491,1.138304271622828,14.48809343013059,36.82052035597145,8.151313408409525,5834.685800665347,9505.199875272201,0.0038737239446968107,0.000857563598385248,0.6138414633283235,0.0013970441060562105,12.056115784655212,5.435404342307053,1
10,2025-11-27T17:06:54.060000Z,2500,3000,174.18399814162993,782.9740618611829,16.649849627064917,50.856290389736216,9.179647603179953,29.167879759747382,142.15745471290842,630.3452576700815,5.051389465449329,9.025858154662794,4.072003949706545,10.947362273316228,5.014974453595064,12.749657118426242,6.447989478214943,13.43157795008235,4.495905281666126,1.480490073857366,1.4312093714872072,5.222227448113587,246.9900745862535,117.60251766439212,22879.505851712784,35572.411702232006,0.006943304172169898,0.0033060035020626047,0.6431811833066448,0.005140081189982859,11.245641015530268,4.9468028331924705,1
11,2025-11-27T17:06:56.560000Z,2750,3250,212.79080825144138,834.8406523709343,20.54041518211117,50.856290389736216,12.238645442188064,29.167879759747382,175.72601143900422,630.3452576700815,4.66507594655065,8.770355741185632,5.524533235631712,10.947362273316228,7.234241139716489,12.776277441835425,5.6010687545121245,11.614035740726402,2.946497036442789,-0.3008762295988512,-0.14753549599365323,2.4195307171687963,499.0364923652338,191.0124952014593,42603.418915378636,56508.83402962599,0.008831123503691514,0.0033802236142638597,0.7539249331005977,0.004483501560777525,10.390917016572777,4.013342034384827,1
12,2025-11-27T17:06:59.060000Z,3000,3500,241.5687290746072,1397.5860360637687,25.895224923154384,67.96762986623419,15.269415554441162,43.96801137718846,208.31137248002906,994.8861780930563,3.7606803152001675,8.81619630677825,4.751630419185956,10.456512586494096,5.040394903182729,12.776277441835425,4.413288061199663,9.805779430780277,4.894631193655549,-0.16537676714784633,0.4802342579298666,4.260533884375428,792.1731919586742,197.55979791176242,59063.65315345298,79819.9844573593,0.009924496945772531,0.002475066855184628,0.7399607197995052,0.0033448624892636245,10.758739799263541,4.343514954892498,1
13,2025-11-27T17:07:01.560000Z,3250,3750,191.2262748927355,1397.5860360637687,26.400896469224076,67.96762986623419,14.041488670060435,43.96801137718846,170.33208754342556,994.8861780930563,2.1999290494051382,8.81619630677825,2.9432406887260343,6.822844546518433,2.6700514381223415,8.798068548381751,2.475505526025505,9.805779430780277,12.50977223076363,-0.24767410102466858,1.2225081239017097,10.736846420245529,563.982402083559,216.04080325408412,18773.58897531106,26206.86363639105,0.02152040816133399,0.008243672583318495,0.7163615316882804,0.011507698583275465,11.366209312194474,5.07557924266986,1
14,2025-11-27T17:07:04.060000Z,3500,4000,44.860071393178366,186.35010608811325,18.77630809232571,42.95335403987067,11.424035098077368,26.509015844668824,28.54312845004682,112.2929540380726,0.10886133504452264,0.9039295311546123,1.1601072435562438,2.9090242304437677,1.6649872420124707,7.450619228671532,0.11398644356177592,1.308608665398052,2.0655242299152894,-0.4151147336492613,-0.6084565374576356,2.1495148598328484,176.00049660354765,139.21622667989536,1272.0821271640407,2635.4471156503846,0.0667820255463965,0.05282451916912543,0.48268171256779846,0.10943965307519161,12.214578471255065,7.570298762696496,0
15,2025-11-27T17:07:06.560000Z,3750,4250,43.63445023130214,186.35010608811325,18.153651059915713,41.53823342009911,11.010723979278385,26.509015844668824,27.01959479361805,112.2929540380726,0.08155820436983653,0.19029814161376943,1.065012860764756,2.9090242304437677,1.103751039617028,3.1215426918256357,0.047196402502630005,0.14768266039615852,2.3585159094296584,-0.7375074076057149,-0.270531064855533,2.804857070031936,90.26701730000377,57.5951107369057,1167.5273077953427,2289.029109422712,0.03943463057259459,0.025161371037098146,0.5100534995335815,0.04933084678401088,12.590686905189566,8.094968089217545,0
16,2025-11-27T17:07:09.060000Z,4000,4500,40.81670773770015,105.81993958263895,22.107426633973745,50.22522080146904,6.642349024705448,15.157333161976126,20.962656426106484,63.351943207623265,0.06527957891839357,0.09381109746455106,1.2466042970788136,2.523600869550451,0.40447941028542855,0.9552853012531564,0.023277185561912446,0.04636910941986542,-0.1713808679716058,-0.5087243037056108,-0.605283518485157,-0.3348911246796722,140.17859494397123,92.7238232272852,487.52203479273265,1366.8732171504564,0.1025542041391327,0.06783644749480228,0.35666953502025767,0.19019411761929328,15.43380903717667,10.176509935496544,0
17,2025-11-27T17:07:11.560000Z,4250,4750,40.18037436172448,105.81993958263895,22.44260667562443,50.22522080146904,6.240149205482133,12.899112792929825,20.03054728723334,63.351943207623265,0.07165657469882518,0.09578388764359244,1.2821036938211745,2.523600869550451,0.3739887880267163,0.832330549653733,0.025459881500593372,0.04636910941986542,-0.17487786529099436,-0.7280642446343082,-0.8271926247888839,-0.2252924600091326,121.64834205534189,81.04032032855362,530.5392615172954,1576.8144228211606,0.07714816676884956,0.051394963894073865,0.3364627148501384,0.1527508446724003,15.975237402023387,10.30767273076674,0
18,2025-11-27T17:07:14.060000Z,4500,5000,41.982881266427384,175.83763405205684,19.456213790894417,37.03993778634838,7.641134982882407,15.394824029744031,23.051153826521645,73.49842530562947,0.08796172433923291,0.14657242018458447,0.7931829204605721,2.0072921943696427,0.42961337690165535,0.9496513252732591,0.037276711648575635,0.0761461535284593,0.7320058323886265,-1.1441970504184935,-0.9050666711120785,0.5062772862406306,109.3935768537078,76.6445245221501,599.29756055184,1796.91457520713,0.06087856282266058,0.04265340466355282,0.33351477517105993,0.12789059987439658,16.585107206330232,10.600843861099412,0
19,2025-11-27T17:07:16.560000Z,4750,5250,56.467931485850556,216.53247135226331,18.91753476678737,48.765710234996874,8.749694167128062,17.138197445317363,38.894559434398694,146.05847762808378,0.18454483018830417,0.41680440261620244,0.8138617114822173,1.457111929715912,0.632500963279683,1.1508589604511075,0.12269364090666178,0.3720752805123603,0.8919855257784115,0.12472268120506724,-0.9758894807625071,1.4691763820128685,149.34640851419687,100.87966348353477,2069.8724394425894,3798.351330267835,0.039318745299861985,0.026558802678323792,0.5449397013247274,0.048737140299716486,15.072096132349236,8.703936692524138,0
